Store Name,Store Location,Address,City,State,Zip Code,Latitude,Longitude,County
Walden Galleria,NWC Walden Ave & I-90,1750 Walden Ave,Cheektowaga,NY,14225-4925,42.9113632,-78.7722197,Erie County
New Bern,NWC McCarthy Blvd & Hwy 17,3410 Dr Martin Luther King Jr Blvd,New Bern,NC,28562-5220,35.101983,-77.096361,Craven County
Colonial Heights,NEC Charles H Dimmock & S Park,721 Southpark Blvd,Colonial Heights,VA,23834-3605,37.2485938,-77.3857194,
Chester,SEC Rte 1 & Rte 10,2530 Weir Rd,Chester,VA,23831-5350,37.3508508,-77.410183,Chesterfield County
Richmond Central,SEC Broad St & Libbie Ave,5401 W Broad St,Richmond,VA,23230-2629,37.5862676,-77.5007897,Henrico County
Virginia Center Commons,NWC Rte 1 & Stuart Pkwy,10100 Brook Rd,Glen Allen,VA,23059-6514,37.6731059,-77.4632221,Henrico County
Chesapeake East,SWC Greenbrier Pkwy & Eden Way,1316 Greenbrier Pkwy,Chesapeake,VA,23320-0605,36.7714832,-76.2319677,
Greenville,NWC Greenville Blvd & Evans St,3040 S Evans St,Greenville,NC,27834-3176,35.5790847,-77.3835835,Pitt County
Park & Tyrone,NWC Park St & Tyrone Blvd,4450 Park St N,Saint Petersburg,FL,33709-4020,27.8120981,-82.7563284,Pinellas County
Lombard,NEC Butterfield & Highland,60 Yorktown Shopping Ctr,Lombard,IL,60148-5529,41.8448286,-88.0028682,Dupage County
Elk Grove,NEC Laguna Blvd & Bruceville Rd,7505 Laguna Blvd,Elk Grove,CA,95758-5061,38.426696,-121.4156454,Sacramento County
Napa,NWC Hwy 221 & Imola Ave,205 Soscol Ave,Napa,CA,94559-4007,38.2822078,-122.2776003,Napa County
Camarillo,SWC Hwy 101 & Las Posas Rd,209 W Ventura Blvd,Camarillo,CA,93010-8359,34.216532,-119.0728089,Ventura County
West Covina,NEC Citrus Ave & I-10,2831 E Eastland Ctr Dr,West Covina,CA,91791-1624,34.0735341,-117.8838536,Los Angeles County
Encinitas,SWC El Camino Real & Olivenhain,1010 N El Camino Real,Encinitas,CA,92024-1320,33.062406,-117.2645948,San Diego County
Memphis NE,SWC Hwy 64 & Germantown Rd,7989 US Highway 64,Memphis,TN,38133-4007,35.2041216,-89.7971979,Shelby County
Springfield,NWC Primrose & Glenstone,1825 E Primrose St,Springfield,MO,65804-6497,37.1518261,-93.2631318,Greene County
Irving North,SWC I-635 & MacArthur Blvd,7845 N Macarthur Blvd,Irving,TX,75063-7516,32.9135797,-96.9587842,Dallas County
Baldwin Park,NEC I-10 & Baldwin Park,3100 Baldwin Park Blvd,Baldwin Park,CA,91706-4703,34.069328,-117.9767132,Los Angeles County
Santa Fe,NEC Cerrrillos Rd & Rodeo Rd,3550 Zafarano Dr,Santa Fe,NM,87507-2606,35.6396491,-106.0133945,Santa Fe County
St Peters,NWC Hwy 94 & Mid Rivers Mall Dr,6241 Mid Rivers Mall Dr,Saint Peters,MO,63304-1102,38.7387509,-90.6366996,St Charles County
Lake Zurich,SWC US 12 & Ela,555 S Rand Rd,Lake Zurich,IL,60047-2356,42.186535,-88.1041606,Lake County
Springdale,NWC E Kemper Rd & Century Blvd,900 E Kemper Rd,Springdale,OH,45246-2518,39.2884082,-84.454329,Hamilton County
North Miami,SEC Biscayne Blvd & NE 140th St,14075 Biscayne Blvd,North Miami Beach,FL,33181-1629,25.9063087,-80.1563533,Miami-Dade County
Dadeland,SWC US 1 & Snapper Creek Expwy,8350 S Dixie Hwy,Miami,FL,33143-7714,25.6934918,-80.3057495,Miami-Dade County
Vista,NWC Hwy 78 & Sycamore Ave,1751 University Dr,Vista,CA,92083-7775,33.1687647,-117.2149908,San Diego County
Richmond West,SEC Midlothian Tpk & Branchway,11301 Midlothian Tpke,Richmond,VA,23235-4715,37.5034719,-77.6057364,Chesterfield County
Ellicott City,SEC US 29 & Rte 103,4390 Montgomery Rd,Ellicott City,MD,21043-6068,39.250531,-76.81735,Howard County
Aberdeen,SEC Rt 22 & Beards Hill Rd,1025 Middleton Rd,Aberdeen,MD,21001-2263,39.5207048,-76.1785124,Harford County
Columbia,SEC Rte 175 & Dobbin Rd,6111 Dobbin Rd,Columbia,MD,21045-5802,39.1974649,-76.8131793,Howard County
Owings Mills,SEC Reistertown Rd & Featherbed,11200 Reisterstown Rd,Owings Mills,MD,21117-1903,39.4328328,-76.7991893,Baltimore County
Germantown,SWC Rte 355 & Rte 27,20908 Frederick Rd,Germantown,MD,20876-4134,39.1984534,-77.2489991,Montgomery County
Virginia Beach East,NWC First Colonial Rd & I-264,525 First Colonial Rd,Virginia Beach,VA,23451-6119,36.846253,-76.0223889,
Norfolk,NWC Military Hwy & Lowery Rd,1245 N Military Hwy,Norfolk,VA,23502-2228,36.8654966,-76.2129356,
Richmond NW,NEC Broad St & John Rolfe Pkwy,11290 W Broad St,Glen Allen,VA,23060-5815,37.6524836,-77.6056678,Henrico County
Vero Beach,NWC Kings Hwy & Rte 60,5800 20th St,Vero Beach,FL,32966-1017,27.6407994,-80.4477424,Indian River County
Gandy,NEC Gandy Blvd & Dale Mabry,3625 W Gandy Blvd,Tampa,FL,33611-2607,27.8950581,-82.5050962,Hillsborough County
Wyoming,SWC Clyde Park & 54th St,5455 Clyde Park Ave SW,Wyoming,MI,49509-9722,42.8648584,-85.6865271,Kent County
Merritt Island,NWC Hwy 3 & Crockett Blvd,250 Crockett Blvd,Merritt Island,FL,32953-4395,28.386274,-80.7051943,Brevard County
Tanforan,NEC I-380 & State Hwy 82,1150 El Camino Real,San Bruno,CA,94066-2420,37.6359,-122.4187981,San Mateo County
Menlo Park,SEC Oakwood Ave & Parsonage Rd,100 Parsonage Rd,Edison,NJ,08837-2424,40.5518414,-74.3322774,Middlesex County
Binghamton Vestal,SEC Hwy 434 & Rand Blvd,3112 Vestal Pkwy E,Vestal,NY,13850-2038,42.0936629,-76.0015884,Broome County
Orchard Park,NWC US 219 & Mile Strip Expwy,5622 Amanda Ln,Orchard Park,NY,14127-1555,42.7923981,-78.7831571,Erie County
Columbus Central,NWC Rte 315 & King St,1717 Olentangy River Rd,Columbus,OH,43212-1452,39.9938392,-83.027467,Franklin County
Nashville East,NEC Jackson Downs & Lebanon Pk,3171 Lebanon Pike,Nashville,TN,37214-2314,36.182591,-86.6371235,Davidson County
Madison West,NWC Mineral Pt Rd & US 12/14,201 Junction Rd,Madison,WI,53717-2615,43.0622312,-89.5244658,Dane County
Austin SW,SWC US 290 & Mopac Expwy,5300 S Mo Pac Expy,Austin,TX,78749-1112,30.2337365,-97.8278307,Travis County
Sand City,SEC Freemont Blvd & Hwy 1,2040 California Ave,Sand City,CA,93955-3150,36.6211309,-121.8430421,Monterey County
Carmel,NWC US 31 & 151st St,1600 E 151st Street,Carmel,IN,46032-5056,40.0075145,-86.1288747,Hamilton County
Wenatchee,NWC Miller St & Springwater,1102 Springwater St,Wenatchee,WA,98801-1548,47.4380031,-120.3278455,Chelan County
Rockwall,SEC I-30 & Rte 740,850 Steger Towne Rd,Rockwall,TX,75032-5658,32.8937459,-96.4674139,Rockwall County
Round Rock,SEC I-35 & FM 1325,121 Louis Henna Blvd,Round Rock,TX,78664-7307,30.4795425,-97.6691008,Travis County
Owatonna,NWC Bridge St & St Johns Dr,301 Park Dr,Owatonna,MN,55060-5639,44.0865978,-93.2483364,Steele County
Madison East,SEC Eagan & Lien Rd,4301 Lien Rd,Madison,WI,53704-3608,43.1189513,-89.3066837,Dane County
Waukegan,SWC York House Rd & Lewis Ave,3050 N Lewis Ave,Waukegan,IL,60087-2231,42.4076836,-87.857094,Lake County
Springhurst,NWC Gene Synder Fwy & Westport,4101 Towne Center Dr,Louisville,KY,40241-4146,38.2971136,-85.5576767,Jefferson County
Columbus NE,SWC Morse Rd & Morse Crossing,4199 Morse Xing,Columbus,OH,43219-6015,40.0566491,-82.9213333,Franklin County
Carrollton,NWC US 27 & Hwy 166 Bypass,1129 S Park St,Carrollton,GA,30117-4429,33.5586367,-85.0769893,Carroll County
Aventura,SEC NE 213 St & Biscayne Blvd,21265 Biscayne Blvd,Aventura,FL,33180-1241,25.9714975,-80.1404645,Miami-Dade County
Cutler Ridge,SWC US 1 & SW 203rd,20500 SW 112th Ave,Miami,FL,33189-2296,25.5764731,-80.3752892,Miami-Dade County
Alexandria,SEC Rte 120 & US 1,3101 Jefferson Davis Hwy,Alexandria,VA,22305-3042,38.834345,-77.0494859,
Winston-Salem North,SWC University Pwy & Shattalon,5420 University Pkwy,Winston Salem,NC,27105-1366,36.1680432,-80.2792151,Forsyth County
Greensboro South,NWC Wendover & Bridford Pkwy,1212 Bridford Pkwy,Greensboro,NC,27407-2645,36.0578363,-79.9028656,Guilford County
High Point,NEC Johnson & Mall Ring Rd,1050 Mall Loop Rd,High Point,NC,27262-7656,35.9917426,-80.0094673,Guilford County
Raleigh Hwy 70,SEC US 70 & Lynn Rd,4841 Grove Barton Rd,Raleigh,NC,27613-1900,35.8705975,-78.7201235,Wake County
NE Charlotte,SWC Univ City Bd & East WT. Harris,8120 University City Blvd,Charlotte,NC,28213-8126,35.2925845,-80.7457411,Mecklenburg County
Idaho Falls,SEC 21st & Hitt Rd,2171 S 25th E,Idaho Falls,ID,83406-5712,43.4774736,-111.9844641,Bonneville County
Clarkstown,NWC Rte 59 & NYS 303,4120 Palisades Center Dr,West Nyack,NY,10994-6801,41.0975901,-73.9588033,Rockland County
Union,SWC Hwy 22 & Jefferson Ave,2690 US Hwy 22 E,Union,NJ,07083-8512,40.6843079,-74.2531465,Union County
Cherry Hill,SEC Rte 38 & Haddonfield Rd,2137 Route 38,Cherry Hill,NJ,08002-2045,39.9343295,-75.0253108,Camden County
Winston-Salem South,NEC I-40 & Hanes Mall Blvd,1040 Hanes Mall Blvd,Winston Salem,NC,27103-1309,36.0691725,-80.3200286,Forsyth County
Charlotte South,NEC W Elm Ln & Ballantyne Comm,7860 Rea Rd,Charlotte,NC,28277-6502,35.0588508,-80.8160924,Mecklenburg County
Reston,NEC Rte 267 & Fairfax Cty Pkwy,12197 Sunset Hills Rd,Reston,VA,20190-3208,38.9552648,-77.3701983,Fairfax County
Augusta,NEC Wheeler Rd & I-520,235 Robert C Daniel Jr Pkwy,Augusta,GA,30909-0800,33.4915786,-82.0812963,Richmond County
Fields Ertel,NEC I-71 & Kings Automall Rd,9841 Waterstone Blvd,Cincinnati,OH,45249-8296,39.2960088,-84.304718,Warren County
Beechmont Area,NEC Beechmont Ave & Nordyke Rd,8680 Beechmont Ave,Cincinnati,OH,45255-4710,39.073813,-84.313333,
Lexington SE,NWC I-75 & Man O' War Blvd,1940 Pavillon Way,Lexington,KY,40509-2210,38.0224466,-84.4148045,Fayette County
Minneapolis NE,NWC I-35W & Hwy 88,1650 New Brighton Blvd,Minneapolis,MN,55413-1643,45.0052518,-93.2294226,Hennepin County
Winona,NEC Hwy 41 & Brudski St,860 Mankato Ave,Winona,MN,55987-4867,44.0322074,-91.6202259,Winona County
Auburn,NEC Hwy 49 & Bell Rd,2700 Bell Rd,Auburn,CA,95603-2508,38.9430606,-121.0952629,Placer County
Folsom,NWC E Bidwell & Blue Ravine,430 Blue Ravine Rd,Folsom,CA,95630-3402,38.6719103,-121.1529147,Sacramento County
Thousand Oaks,NWC Camino dos Rios & Marion,2705 Teller Rd,Thousand Oaks,CA,91320-1190,34.1908559,-118.933996,Ventura County
Florissant,NEC Thunderbird & US 67,2341 N Highway 67,Florissant,MO,63033-2033,38.8057685,-90.3102166,St Louis County
Brentwood,SEC US 40 & Brentwood Blvd,25 Brentwood Promenade Ct,Brentwood,MO,63144-1428,38.627948,-90.3434056,St Louis County
Newport News,NEC Jefferson & Oyster Pt Rd,12130 Jefferson Ave,Newport News,VA,23602-6908,37.1080241,-76.4916493,
Garner,SEC US 70 & Timber Drive,2700 Timber Dr,Garner,NC,27529-2591,35.7155847,-78.6388834,Wake County
Virginia Beach South,NEC Princess Anne & Independance Blvd,2060 S Independence Blvd,Virginia Beach,VA,23453-4747,36.7879751,-76.1088433,
Cobb NE,SEC Shallowford & Sandy Plains,3040 Shallowford Rd,Marietta,GA,30062-1252,34.0347538,-84.4603141,Cobb County
Wilmington,NEC US 17 & New Centre Dr,4711 New Centre Dr,Wilmington,NC,28405-3442,34.2489131,-77.8808647,New Hanover County
Commack,SWC Sunken Meadow & Veterans,98 Veterans Memorial Hwy,Commack,NY,11725-3432,40.8388349,-73.2869591,Suffolk County
Mays Landing,SWC Atl City Exy & Wrangleboro,380 Consumer Sq,Mays Landing,NJ,08330-3326,39.4514069,-74.6339611,Atlantic County
Greenacres,SWC Lake Worth & Sherwood For,5900 Lake Worth Rd,Greenacres,FL,33463-3212,26.6177779,-80.1373689,Palm Beach County
Willoughby,NEC Euclid & Beidler Rd,36195 Euclid Ave,Willoughby,OH,44094-4410,41.6293125,-81.4298973,Lake County
Iowa City,SEC I-80 & Hwy 965,1441 Coral Ridge Ave,Coralville,IA,52241-2801,41.6900047,-91.608436,Johnson County
Little Rock West,NWC Chenal Pkwy & Markham St,12700 Chenal Pkwy,Little Rock,AR,72211-3360,34.7560555,-92.4149196,Pulaski County
Conroe,SWC I-45 & Rte 105,503 I 45 N,Conroe,TX,77304-2331,30.3136442,-95.4740193,Montgomery County
Grand Prairie,NWC I-20 & Carrier Pkwy,554 W Interstate 20,Grand Prairie,TX,75052-6932,32.6781115,-97.0102709,Dallas County
Rio Rancho,NWC Rte 528 & Crestview Dr,4225 Crestview Dr,Rio Rancho,NM,87124-5903,35.253054,-106.6513699,Sandoval County
Woodinville,NWC NE 175th St & 140th Ave NE,13950 NE 178th Pl,Woodinville,WA,98072-3523,47.7587494,-122.1537229,King County
Paso Robles,SWC Hwy 101 & Hwy 46,2305 Theatre Dr,Paso Robles,CA,93446-9604,35.5838933,-120.699003,San Luis Obispo County
Birdcage-Citrus Heights,SWC Greenback Ln & Sunrise Blvd,5837 Sunrise Blvd,Citrus Heights,CA,95610-6866,38.6728508,-121.2748592,Sacramento County
San Mateo Fashion Island,NEC Hwy 92 & Mariner's Isld Bl,2220 Bridgepointe Pkwy,San Mateo,CA,94404-1569,37.5582963,-122.2835174,San Mateo County
Tomball Parkway,SWC Hwy 249 & Jones Rd,21515 Tomball Pkwy,Houston,TX,77070-1647,29.9997626,-95.5841333,Harris County
Golf Mills,SWC Evanston-Elgin Rd & Milwaukee Ave,239 Golf Mill Ctr,Niles,IL,60714-1237,42.0499183,-87.8368812,Cook County
Murfreesboro,SEC Rt 96 & Thompson Lane,1851 Old Fort Pkwy,Murfreesboro,TN,37129-3364,35.8434299,-86.4259056,Rutherford County
Benton Harbor,SEC M-139 & Napier Ave,960 Fairplain Dr,Benton Harbor,MI,49022-5794,42.0803604,-86.4347256,Berrien County
Beavercreek,SEC N Fairfield & New Germany Tre,2490 N Fairfield Rd,Beavercreek,OH,45431-1787,39.7616052,-84.0506313,Greene County
Huber Heights,NEC I-70 & Rte 202,5700 Executive Blvd,Huber Heights,OH,45424-1449,39.8707935,-84.1334179,Montgomery County
St Petersburg Gateway,SEC ML King & 83rd Ave N,8151 Dr Martin Luther King St N,Saint Petersburg,FL,33702-4111,27.8466172,-82.6469234,Pinellas County
Turnersville,SQ Blackhorse Pike & Watson Dr,4001 Black Horse Pike,Turnersville,NJ,08012-1762,39.7328456,-75.0397832,Gloucester County
Voorhees,NEC Whitehorse Rd & HaddonfieldBerlin Rd,1139 White Horse Rd,Voorhees,NJ,08043-2107,39.8503759,-74.9838202,Camden County
Exton,SEC Rte 100 & Sheon Rd,201 Sunrise Blvd,Exton,PA,19341-2336,40.0390482,-75.628704,Chester County
Oxford Valley,SWC E Lincoln Hwy & Oxford Valley Rd,2331 E Lincoln Hwy,Langhorne,PA,19047-1812,40.1761396,-74.8777288,Bucks County
Springfield,SWC Baltimore Pike & Woodland Ave,857 Baltimore Pike,Springfield,PA,19064-3963,39.9150956,-75.3348149,Delaware County
Frederick,NEC Rte 355 & Holiday Drive,5437 Urbana Pike,Frederick,MD,21704-7275,39.3822665,-77.3973842,Frederick County
Silver Spring,SEC Broadbirch & Cherry Hill,12000 Cherry Hill Rd,Silver Spring,MD,20904-1985,39.0516191,-76.9567567,Montgomery County
Westbury,NEC Zeckendorf Rd & Corporate,999 Corporate Dr,Westbury,NY,11590-6614,40.741606,-73.6007425,Nassau County
Rancho San Diego,SEC Jamacha Rd & Hwy 94,2911 Jamacha Rd,El Cajon,CA,92019-4342,32.7382728,-116.9383505,San Diego County
Phoenix North Central,SWC Agua Fria Fwy & 27th Ave,2727 W Agua Fria Fwy,Phoenix,AZ,85027-3929,33.6702817,-112.1218179,Maricopa County
Towson,SEC Joppa Rd & Goucher Blvd,1238 Putty Hill Ave,Towson,MD,21286-5844,39.3933907,-76.5830981,Baltimore County
Watsonville,SEC Clifford Av & Main (Rt 152),1415 Main St,Watsonville,CA,95076-3755,36.9151745,-121.7738179,Santa Cruz County
Coon Rapids,SEC Round Lake Blvd & Main St,3300 124th Ave NW,Coon Rapids,MN,55433-3805,45.1943582,-93.3500138,Anoka County
Brandywine,NEC US 202 & Naamans Rd,1050 Brandywine Pkwy,Wilmington,DE,19803-1492,39.8311006,-75.5407352,New Castle County
Copiague,SEC Hwy 27 & Bay View Ave,1149 Sunrise Hwy,Copiague,NY,11726-1330,40.6876111,-73.4061008,Suffolk County
Bay Shore,SEC Hwy 27 & Manor Lane,838 Sunrise Hwy,Bay Shore,NY,11706-5908,40.7261883,-73.2764567,Suffolk County
College Point,NEC 20th Ave & 132nd St,13505 20th Ave,College Point,NY,11356-2446,40.7838322,-73.8332496,Queens County
Princeton,NWC Rte 1 & Quaker Bridge Rd,500 Nassau Park Blvd,Princeton,NJ,08540-5991,40.306478,-74.677485,Mercer County
Milltown,NWC Ryders Lane & Milltown Rd,400 Ryders Ln,Milltown,NJ,08850-1700,40.4419691,-74.4260979,Middlesex County
Brick,NWC Hwy 70 & Cedar Bridge Ave,570 Route 70,Brick,NJ,08723-4014,40.0590166,-74.1496122,Ocean County
Toms River,NEC Hooper & Schenck's Mill,1331 Hooper Ave,Toms River,NJ,08753-2822,39.9882425,-74.1745937,Ocean County
Watchung,NWC Rte 22 & Gray Dr,1515 US Highway 22,Watchung,NJ,07069-6509,40.6425229,-74.4205069,Somerset County
Victor,SEC Rtes 96 & 250,7500 Commons Blvd,Victor,NY,14564-1010,43.0339304,-77.4480856,Ontario County
Henrietta,NWC I-390 & Hylan Drive,2325 Marketplace Dr,Rochester,NY,14623-6009,43.0780796,-77.6324654,Monroe County
Burlington,NWC NJ Trnpk & Rte 541,2703 Route 541,Burlington,NJ,08016-4175,40.0354065,-74.8250722,Burlington County
Montgomeryville,NWC Bethlehem Pike & Stump Rd,125 Witchwood Dr,North Wales,PA,19454-1833,40.2246589,-75.240319,Montgomery County
Altoona,SEC Plank Rd & Today's Living,153 Sierra Dr,Altoona,PA,16601-9341,40.4592859,-78.4054179,Blair County
Williamsburg,NWC Monticello Ave & News Rd,4630 Monticello Ave,Williamsburg,VA,23188-8200,37.2712697,-76.7613918,James City County
Roanoke,NWC I-581 & Valley View Mall,4737 Valley View Blvd NW,Roanoke,VA,24012-2000,37.3003538,-79.9588706,
Ft Lauderdale,NEC US 1 & Oakland Park Blvd,3200 N Federal Hwy,Fort Lauderdale,FL,33306-1062,26.1689265,-80.1157681,Broward County
Austell,SEC Austell Rd & E-W Connector,4125 Austell Rd,Austell,GA,30106-1836,33.8514742,-84.6026081,Cobb County
West Marietta,SWC Rt 120 & Villa Rica Rd,2535 Dallas Hwy SW,Marietta,GA,30064-2543,33.9443206,-84.6260364,Cobb County
Crystal Lake,"N of US 14, W of Terra Cotta",5580 Northwest Hwy,Crystal Lake,IL,60014-8016,42.2291924,-88.3053582,McHenry County
Glenview,SEC Old Willow Rd & Willow Rd,2241 Willow Rd,Glenview,IL,60025-7636,42.1020953,-87.8136071,Cook County
Highland Park,NEC W Park Ave & US 41,2099 Skokie Valley Rd,Highland Park,IL,60035-1728,42.1920142,-87.8253273,Lake County
Horn Lake,NWC I-55 & Goodman Rd,7255 Interstate Dr,Horn Lake,MS,38637-1410,34.9659307,-90.00515,Desoto County
Ames,SEC Duff Ave & S 3rd St,320 S Duff Ave,Ames,IA,50010-6644,42.0194445,-93.6067999,Story County
Las Vegas Silverado Ranch,SWC Eastern Ave & Silverado,9725 S Eastern Ave,Las Vegas,NV,89183-6841,36.0101542,-115.1219594,Clark County
Douglasville,SEC Chapel Hill & Timber Ridge,2950 Chapel Hill Rd,Douglasville,GA,30135-1708,33.7258896,-84.734752,Douglas County
Fergus Falls,NWC College Way & Kennedy Park,2300 College Way,Fergus Falls,MN,56537-1062,46.2919604,-96.1138783,Otter Tail County
Fairfield,SEC Rte 46 & Passaic Ave,632 Route 46 E,Fairfield,NJ,07004-1581,40.889617,-74.2721458,Essex County
Arlington Heights,SEC Rand Rd & Willow,1700 E Rand Rd,Arlington Heights,IL,60004-4379,42.1020161,-87.961905,Cook County
Kansas City North,NWC US 169 & Barry Rd,8420 N Madison Ave,Kansas City,MO,64155-2777,39.2486546,-94.5956527,Clay County
Loveland,NWC US 34 & Rocky Mtn Ave,1725 Rocky Mountain Ave,Loveland,CO,80538-8851,40.409551,-105.0035723,Larimer County
Columbus,NEC Bradley Pk & JR Allen Pkwy,1591 Bradley Park Dr,Columbus,GA,31904-3071,32.5339354,-84.9700911,Muscogee County
Greensboro NW,NWC Lawndale Dr & Mark Land Dr,2701 Lawndale Dr,Greensboro,NC,27408-4820,36.1046327,-79.8217013,Guilford County
Hickory,SEC Catawba Valley & Robinson,1910 Catawba Valley Blvd SE,Hickory,NC,28602-4146,35.7001291,-81.3084071,Catawba County
Greenville,SWC I-85 & Woodruff Rd,1112 Woodruff Rd,Greenville,SC,29607-4109,34.8302903,-82.3087201,Greenville County
Neshaminy,SEC Rt 1 & Rock Hill Dr,800 Rock Hill Dr,Bensalem,PA,19020-1628,40.1355078,-74.9624648,Bucks County
Manalapan,SWC Rte 9 & Symmes Dr,55 US Hwy 9,Manalapan,NJ,07726-3018,40.2919066,-74.3001775,Monmouth County
North St Paul,NWC Hwy 36 & McKnight,2199 Hwy 36 E,North Saint Paul,MN,55109-2215,45.0136506,-93.0097262,Ramsey County
Salem,SEC Rte 28 & Cluff Crossing Rd,203 S Broadway,Salem,NH,03079-3311,42.7648654,-71.2156179,Rockingham County
Danvers,NWC Rt 128 & Endicott,240 Independence Way,Danvers,MA,01923-3653,42.5532031,-70.9375353,Essex County
Warwick,SWC Rtes 2 & 115,1245 Bald Hill Rd,Warwick,RI,02886-4233,41.7065335,-71.4954277,Kent County
Taunton,SWC Rte 140 & Erika Dr,81 Taunton Depot Dr,Taunton,MA,02780-6915,41.8781352,-71.069305,Bristol County
North Attleborough,SWC Rte 1 & Allen Ave,1205 S Washington St,North Attleboro,MA,02760-6251,41.9399918,-71.3525736,Bristol County
South Setauket,SEC Hwy 347 & Pond Path Dr,255 Pond Path Rd,South Setauket,NY,11720-2007,40.8833256,-73.0994197,Suffolk County
Middletown,NEC Hwy 35 & Palmer Ave,2105 Route 35,Middletown,NJ,07748-1301,40.4120697,-74.1348331,Monmouth County
Gaithersburg,SWC I-270 & I-370,25 Grand Corner Ave,Gaithersburg,MD,20878-7305,39.1184033,-77.2023497,Montgomery County
Greece,NEC Mitchell Rd & Holmes Rd,600 Greece Ridge Center Dr,Rochester,NY,14626-2825,43.203657,-77.6925989,Monroe County
Penfield,SWC Penfield Rd & Rte 250,2161 N Nine Mile Point Rd,Fairport,NY,14450-8509,43.1280697,-77.443901,Monroe County
Warrington,SEC Rte 611 & Street Road,401 Easton Rd,Warrington,PA,18976-2457,40.2239086,-75.136709,Bucks County
Buckhead,SWC Peachtree Rd & Roxboro Rd,3535 Peachtree Rd NE,Atlanta,GA,30326-3287,33.8519358,-84.3594167,Fulton County
Anderson,SWC Clemson & Civic Ctr Blvds,3519 Clemson Blvd,Anderson,SC,29621-1312,34.5493251,-82.6802456,Anderson County
Columbia NW,SEC Harbison & St Andrews Rds,134 Harbison Blvd,Columbia,SC,29212-2204,34.0660317,-81.1649068,Lexington County
Florence,NWC Houston Rd & Hansel Dr,1100 Hansel Dr,Florence,KY,41042-4869,39.0197717,-84.6339296,Boone County
Independence,NWC 39th St & Bolger Rd,17810 E 39th St S,Independence,MO,64055-3870,39.051108,-94.3694547,Jackson County
San Antonio NE,NEC I-35 & Loop 1604,8234 Agora Pkwy,Selma,TX,78154-1304,29.5685924,-98.3270984,Bexar County
Gig Harbor,NEC Hwy 16 & Burnham Rd,11400 51st Ave NW,Gig Harbor,WA,98332-7891,47.3612897,-122.6079556,Pierce County
Buford,NEC SR 20 & I-85,3205 Woodward Crossing Blvd,Buford,GA,30519-4938,34.0703302,-83.9811196,Gwinnett County
Las Vegas Boca Park,NEC Charleston Blvd & Rampart,8750 W Charleston Blvd,Las Vegas,NV,89117-5452,36.1616079,-115.2868873,Clark County
Walnut Creek,NWC Main St & Lacassie Ave,1871 N Main St,Walnut Creek,CA,94596-4106,37.9044295,-122.0646992,Contra Costa County
Gilbert,SWC Warner & Val Vista Rds,1515 E Warner Rd,Gilbert,AZ,85296-3138,33.3337446,-111.7575908,Maricopa County
Hutchinson,SWC Rte 15 & Denver Ave SW,1370 Highway 15 S,Hutchinson,MN,55350-3801,44.8690023,-94.3784233,McLeod County
Northfield,NEC Hwy 3 & CR 1,2323 Highway 3 S,Northfield,MN,55057-5172,44.4336691,-93.1854846,Rice County
Grafton,SWC I-43 & Rte 60 (Washington),1250 N Port Washington Rd,Grafton,WI,53024-9315,43.3193901,-87.9216769,Ozaukee County
Lemont,NWC State St & Archer Rd,13460 S Archer Ave,Lemont,IL,60439-4755,41.6443877,-88.0044466,Cook County
Washington Square,NEC Washington & Mitthoefer,10202 E Washington St,Indianapolis,IN,46229-2670,39.7751179,-85.9868158,Marion County
Elyria,NWC I-80 & West River Rd,240 Market Dr,Elyria,OH,44035-2886,41.3884849,-82.109251,Lorain County
Washington,NEC Hwy 19 & I-70/79,335 Washington Rd,Washington,PA,15301-2701,40.1880587,-80.2277812,Washington County
North Fayette,SWC Chauvet & Summit Park Dr,600 Chauvet Dr,Pittsburgh,PA,15275-1043,40.4463073,-80.1835707,Allegheny County
McCandless,SEC Perry Hwy & Blazier Dr,9805 McKnight Rd,Pittsburgh,PA,15237-6008,40.5847057,-80.0396431,Allegheny County
Monroeville,SEC Monroeville Bl & Stroschein,4004 Monroeville Blvd,Monroeville,PA,15146-2506,40.4339799,-79.772653,Allegheny County
Greensburg,SEC US 30 & Toll 66,6206 State Rte 30,Greensburg,PA,15601-6399,40.3030371,-79.59589,Westmoreland County
York Galleria,NWC Rte 24 & US 30,2610 Pleasant Valley Rd,York,PA,17402-9609,39.9874562,-76.6809903,York County
Spring Township,SWC Broadcasting Rd & Hwy 222,2769 Papermill Rd,Wyomissing,PA,19610-3329,40.3600138,-75.9835035,Berks County
Newnan,SWC I-85 & Rte 34,555 Bullsboro Dr,Newnan,GA,30265-1045,33.3931326,-84.7581157,Coweta County
Bridgewater,NWC I-287 & Main St,200 Promenade Blvd,Bridgewater,NJ,08807-3456,40.5627647,-74.5527352,Somerset County
Richmond Brandermill,SWC Hwy 288 & Hull Street Rd,4601 Commonwealth Centre Pkwy,Midlothian,VA,23112-2639,37.4213753,-77.6336779,Chesterfield County
Jacksonville,NWC Western & .75 mi Hwy 17,1395D Western Blvd,Jacksonville,NC,28546-6663,34.7855086,-77.4044384,Onslow County
Concord,SWC NH Rte 106 & D'Amante Dr,80 Damante Dr,Concord,NH,03301-5759,43.2183164,-71.4846656,Merrimack County
Nashua,NEC Daniel Webster Hwy & Pheasant La,310 Daniel Webster Hwy,Nashua,NH,03060-5730,42.7016049,-71.4367899,
